id_product,model,descripcion ,suppliers,blands,2024-09-24 00:00:00,2024-09-25 00:00:00,2024-09-26 00:00:00,2024-09-27 00:00:00,2024-09-28 00:00:00,2024-09-29 00:00:00,2024-09-30 00:00:00,2024-10-01 00:00:00,2024-10-02 00:00:00,2024-10-03 00:00:00,2024-10-04 00:00:00,2024-10-05 00:00:00,2024-10-06 00:00:00,2024-10-07 00:00:00,2024-10-08 00:00:00,2024-10-09 00:00:00,2024-10-10 00:00:00,2024-10-11 00:00:00,2024-10-12 00:00:00,2024-10-13 00:00:00,2024-10-14 00:00:00,2024-10-15 00:00:00,2024-10-16 00:00:00,2024-10-17 00:00:00,2024-10-18 00:00:00,2024-10-19 00:00:00,2024-10-20 00:00:00,2024-10-21 00:00:00,2024-10-22 00:00:00,2024-10-23 00:00:00,2024-10-24 00:00:00,2024-10-25 00:00:00,2024-10-26 00:00:00,2024-10-27 00:00:00,2024-10-28 00:00:00,2024-10-29 00:00:00,2024-10-30 00:00:00,2024-10-31 00:00:00,2024-11-01 00:00:00,2024-11-02 00:00:00
ID-00000063,SX3/8,"TUBO HEXAGONAL DE 1/2"" DE 3/8""",ITURRIA S.A,BAHCO,20,24.0,24.0,24.0,24.0,24.0,24.0,24.0,26.0,26.0,24.0,24.0,24.0,24.0,24.0,28.0,28.0,32.0,32.0,32.0,32.0,32.0,32.0,36.0,35.0,35.0,34.0,34.0,34.0,38.0,38.0,38.0,38.0,38.0,42.0,42.0,42.0,42.0,,
ID-00000064,SX916,"TUBO HEXAGONAL DE 1/2"" DE 9/16""",ITURRIA S.A,BAHCO,12,16.0,16.0,16.0,15.0,14.0,13.0,13.0,17.0,17.0,17.0,17.0,17.0,17.0,16.0,20.0,20.0,24.0,24.0,24.0,24.0,23.0,23.0,27.0,27.0,27.0,27.0,27.0,27.0,31.0,29.0,29.0,29.0,29.0,33.0,33.0,33.0,33.0,,
ID-00000065,SX5/8,"TUBO HEXAGONAL DE 1/2"" DE 5/8""",ITURRIA S.A,BAHCO,16,19.0,17.0,17.0,17.0,17.0,17.0,17.0,20.0,20.0,20.0,20.0,20.0,18.0,17.0,18.0,17.0,20.0,19.0,18.0,18.0,18.0,18.0,21.0,21.0,21.0,20.0,20.0,20.0,21.0,21.0,21.0,21.0,21.0,24.0,24.0,24.0,21.0,,
ID-00000066,SX11/16,"TUBO HEXAGONAL DE 1/2"" DE 11/16""",ITURRIA S.A,BAHCO,20,23.0,23.0,23.0,23.0,23.0,23.0,23.0,24.0,24.0,24.0,24.0,24.0,22.0,21.0,24.0,22.0,25.0,24.0,24.0,24.0,22.0,22.0,25.0,23.0,23.0,23.0,23.0,23.0,26.0,26.0,26.0,25.0,24.0,27.0,27.0,27.0,27.0,,
ID-00000067,SX34P,"TUBO HEXAGONAL DE 1/2"" DE 3/4""",ITURRIA S.A,BAHCO,18,21.0,20.0,20.0,20.0,20.0,19.0,19.0,20.0,20.0,20.0,20.0,19.0,19.0,18.0,21.0,21.0,24.0,23.0,23.0,23.0,23.0,23.0,26.0,25.0,25.0,25.0,25.0,25.0,28.0,28.0,28.0,28.0,28.0,30.0,30.0,30.0,29.0,,
ID-00000068,SX13/16,"TUBO HEXAGONAL DE 1/2"" DE 13/16""",ITURRIA S.A,BAHCO,17,21.0,21.0,19.0,19.0,19.0,19.0,17.0,21.0,21.0,21.0,21.0,20.0,20.0,20.0,24.0,24.0,28.0,26.0,26.0,26.0,26.0,26.0,30.0,29.0,29.0,28.0,28.0,28.0,32.0,30.0,30.0,28.0,27.0,31.0,31.0,31.0,31.0,,
ID-00000069,SX7/8,"TUBO HEXAGONAL DE 1/2"" DE 7/8""",ITURRIA S.A,BAHCO,10,12.0,12.0,12.0,12.0,12.0,12.0,12.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,16.0,15.0,17.0,16.0,16.0,16.0,16.0,16.0,18.0,18.0,18.0,18.0,18.0,18.0,20.0,20.0,20.0,20.0,20.0,22.0,22.0,21.0,19.0,,
ID-00000070,SX15/16,"TUBO HEXAGONAL DE 1/2"" DE 15/16""",ITURRIA S.A,BAHCO,13,16.0,16.0,16.0,16.0,16.0,15.0,15.0,18.0,18.0,18.0,16.0,16.0,16.0,16.0,18.0,18.0,21.0,21.0,20.0,19.0,19.0,19.0,22.0,22.0,22.0,22.0,21.0,21.0,24.0,24.0,24.0,24.0,24.0,27.0,27.0,27.0,27.0,,
ID-00000071,SX1P,"TUBO HEXAGONAL DE 1/2"" DE 1""",ITURRIA S.A,BAHCO,13,16.0,16.0,16.0,16.0,14.0,14.0,14.0,17.0,17.0,17.0,17.0,15.0,15.0,15.0,18.0,18.0,20.0,19.0,17.0,17.0,16.0,16.0,18.0,17.0,16.0,15.0,15.0,15.0,18.0,18.0,18.0,18.0,18.0,21.0,21.0,21.0,21.0,,
ID-00000072,SX1 1/16,"TUBO HEXAGONAL DE 1/2"" DE 1 1/16""",ITURRIA S.A,BAHCO,11,14.0,14.0,14.0,14.0,14.0,12.0,12.0,15.0,15.0,15.0,15.0,15.0,15.0,13.0,16.0,16.0,19.0,19.0,19.0,18.0,18.0,17.0,20.0,20.0,18.0,18.0,18.0,18.0,19.0,19.0,19.0,19.0,19.0,20.0,20.0,20.0,20.0,,
ID-00000073,SX1 1/8,"TUBO HEXAGONAL DE 1/2"" DE 1 1/8""",ITURRIA S.A,BAHCO,11,14.0,14.0,14.0,12.0,12.0,12.0,12.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,18.0,18.0,20.0,20.0,20.0,20.0,20.0,20.0,23.0,23.0,23.0,21.0,21.0,19.0,22.0,22.0,22.0,22.0,22.0,25.0,25.0,24.0,24.0,,
ID-00000074,S5/8,"TUBO ESTRIADO DE 1/2"" DE 5/8""",ITURRIA S.A,BAHCO,13,14.0,12.0,12.0,10.0,10.0,10.0,10.0,12.0,12.0,12.0,10.0,10.0,10.0,10.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,14.0,14.0,14.0,14.0,12.0,10.0,10.0,10.0,10.0,10.0,8.0,10.0,10.0,10.0,10.0,,
ID-00000075,S1/4,"TUBO ESTRIADO DE 1/2"" DE 1/4""",ITURRIA S.A,BAHCO,13,13.0,13.0,13.0,13.0,13.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0,9.0,7.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,
ID-00000076,S34,"TUBO ESTRIADO DE 1/2"" DE 3/4""",PAPIERTTEI,BAHCO,11,13.0,13.0,13.0,13.0,13.0,13.0,13.0,14.0,14.0,13.0,13.0,12.0,12.0,11.0,13.0,13.0,15.0,15.0,15.0,15.0,15.0,15.0,17.0,17.0,17.0,17.0,15.0,15.0,17.0,17.0,16.0,16.0,14.0,16.0,16.0,16.0,16.0,,
ID-00000077,S7/16,"TUBO ESTRIADO DE 1/2"" DE 7/16""",ITURRIA S.A,BAHCO,14,16.0,16.0,16.0,14.0,14.0,14.0,14.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,18.0,18.0,20.0,20.0,20.0,20.0,20.0,20.0,22.0,22.0,22.0,22.0,22.0,22.0,24.0,24.0,24.0,24.0,24.0,26.0,26.0,23.0,23.0,,
ID-00000078,S916P,"TUBO ESTRIADO DE 1/2"" DE 9/16""",ITURRIA S.A,BAHCO,11,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,9.0,8.0,7.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,
ID-00000079,S13/16,"TUBO ESTRIADO DE 1/2"" DE 13/16""",ITURRIA S.A,BAHCO,20,23.0,23.0,22.0,22.0,21.0,21.0,21.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,27.0,27.0,30.0,28.0,28.0,28.0,28.0,28.0,31.0,31.0,31.0,31.0,31.0,31.0,33.0,33.0,31.0,31.0,31.0,34.0,34.0,33.0,33.0,,
ID-00000080,S7/8,"TUBO ESTRIADO DE 1/2"" DE 7/8""",ITURRIA S.A,BAHCO,13,16.0,16.0,15.0,15.0,15.0,15.0,15.0,18.0,17.0,17.0,17.0,15.0,14.0,14.0,17.0,17.0,20.0,20.0,20.0,20.0,20.0,20.0,21.0,21.0,21.0,20.0,20.0,20.0,23.0,23.0,23.0,23.0,23.0,26.0,26.0,26.0,26.0,,
ID-00000081,S1 1/16,"TUBO ESTRIADO DE 1/2"" DE 1 1/16""",ITURRIA S.A,BAHCO,15,15.0,15.0,15.0,15.0,15.0,15.0,14.0,16.0,16.0,16.0,16.0,16.0,16.0,14.0,15.0,15.0,17.0,17.0,16.0,16.0,16.0,16.0,18.0,18.0,17.0,17.0,17.0,17.0,19.0,19.0,19.0,19.0,19.0,21.0,21.0,21.0,21.0,,
ID-00000082,S1 1/8,"TUBO ESTRIADO DE 1/2"" DE 1 1/8""",ITURRIA S.A,BAHCO,17,20.0,20.0,20.0,20.0,20.0,18.0,18.0,19.0,17.0,17.0,17.0,16.0,16.0,16.0,19.0,17.0,20.0,20.0,20.0,20.0,20.0,20.0,23.0,23.0,23.0,23.0,22.0,20.0,23.0,23.0,23.0,22.0,22.0,25.0,25.0,25.0,22.0,,
ID-00000083,S15/16,"TUBO ESTRIADO DE 1/2"" DE 15/16""",ITURRIA S.A,BAHCO,13,16.0,16.0,16.0,14.0,12.0,12.0,12.0,15.0,15.0,14.0,12.0,12.0,12.0,12.0,15.0,15.0,18.0,18.0,18.0,17.0,17.0,15.0,16.0,16.0,16.0,16.0,16.0,16.0,19.0,18.0,18.0,18.0,18.0,21.0,21.0,21.0,21.0,,
ID-00000084,S1P,"TUBO ESTRIADO DE 1/2"" DE 1""",ITURRIA S.A,BAHCO,19,22.0,22.0,21.0,19.0,19.0,19.0,19.0,22.0,22.0,22.0,22.0,22.0,20.0,20.0,21.0,21.0,23.0,23.0,23.0,23.0,23.0,23.0,24.0,24.0,24.0,24.0,22.0,22.0,25.0,25.0,25.0,25.0,25.0,28.0,28.0,27.0,27.0,,
ID-00000085,SH19,"TUBO ESTRIADO DE 3/4"" DE 19 MM",ITURRIA S.A,BAHCO,13,13.0,13.0,13.0,13.0,12.0,11.0,11.0,11.0,11.0,11.0,11.0,10.0,10.0,8.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ID-00000086,SH21,"TUBO ESTRIADO DE 3/4"" DE 21 MM",ITURRIA S.A,BAHCO,15,17.0,16.0,16.0,16.0,14.0,14.0,14.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,18.0,18.0,20.0,20.0,20.0,20.0,20.0,20.0,22.0,22.0,22.0,22.0,22.0,22.0,24.0,24.0,24.0,24.0,24.0,26.0,26.0,23.0,23.0,,
ID-00000087,SH22,"TUBO ESTRIADO DE 3/4"" DE 22 MM",ITURRIA S.A,BAHCO,14,16.0,16.0,14.0,13.0,13.0,11.0,11.0,13.0,13.0,13.0,13.0,13.0,11.0,11.0,13.0,13.0,15.0,14.0,14.0,13.0,12.0,12.0,14.0,14.0,12.0,12.0,12.0,12.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,,
ID-00000088,SH23,"TUBO ESTRIADO DE 3/4"" DE 23 MM",ITURRIA S.A,BAHCO,13,15.0,15.0,15.0,15.0,15.0,13.0,13.0,15.0,14.0,14.0,14.0,14.0,14.0,14.0,16.0,15.0,17.0,17.0,17.0,16.0,14.0,14.0,16.0,16.0,16.0,15.0,15.0,13.0,15.0,13.0,13.0,13.0,13.0,15.0,15.0,15.0,15.0,,
ID-00000089,SH24,"TUBO ESTRIADO DE 3/4"" DE 24 MM",ITURRIA S.A,BAHCO,14,15.0,15.0,15.0,15.0,15.0,15.0,13.0,14.0,14.0,13.0,12.0,12.0,12.0,12.0,13.0,13.0,14.0,14.0,14.0,14.0,14.0,12.0,13.0,13.0,13.0,13.0,13.0,12.0,13.0,11.0,11.0,9.0,9.0,10.0,9.0,8.0,7.0,,
ID-00000090,SH27,"TUBO ESTRIADO DE 3/4"" DE 27 MM",ITURRIA S.A,BAHCO,10,11.0,9.0,9.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,10.0,9.0,9.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,,
ID-00000091,SH28,"TUBO ESTRIADO DE 3/4"" DE 28 MM",ITURRIA S.A,BAHCO,16,17.0,17.0,17.0,17.0,15.0,15.0,15.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,17.0,17.0,18.0,18.0,17.0,17.0,17.0,17.0,16.0,16.0,14.0,14.0,14.0,14.0,15.0,15.0,15.0,15.0,14.0,15.0,15.0,15.0,13.0,,
ID-00000092,SH30,"TUBO ESTRIADO DE 3/4"" DE 30 MM",ITURRIA S.A,BAHCO,10,11.0,11.0,9.0,9.0,9.0,9.0,7.0,8.0,8.0,8.0,8.0,6.0,6.0,6.0,7.0,7.0,6.0,6.0,5.0,5.0,5.0,3.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-2.0,-4.0,,
ID-00000093,SH32,"TUBO ESTRIADO DE 3/4"" DE 32 MM",ITURRIA S.A,BAHCO,19,19.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,,
ID-00000094,SH33,"TUBO ESTRIADO DE 3/4"" DE 33MM",ITURRIA S.A,BAHCO,12,14.0,14.0,14.0,14.0,14.0,12.0,12.0,13.0,12.0,12.0,12.0,12.0,12.0,12.0,14.0,14.0,16.0,16.0,16.0,16.0,16.0,16.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,16.0,16.0,16.0,16.0,18.0,18.0,15.0,15.0,,
ID-00000095,SH34,"TUBO ESTRIADO DE 3/4"" DE 34 MM",ITURRIA S.A,BAHCO,18,17.0,17.0,17.0,17.0,15.0,15.0,15.0,16.0,16.0,16.0,14.0,14.0,14.0,14.0,15.0,15.0,16.0,16.0,16.0,16.0,14.0,14.0,15.0,15.0,13.0,13.0,12.0,12.0,13.0,11.0,11.0,11.0,11.0,12.0,12.0,10.0,9.0,,
ID-00000096,SH36,"TUBO ESTRIADO DE 3/4"" DE 36 MM",ITURRIA S.A,BAHCO,12,14.0,14.0,14.0,12.0,10.0,10.0,9.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,13.0,13.0,15.0,15.0,13.0,13.0,13.0,12.0,14.0,14.0,14.0,14.0,14.0,12.0,12.0,12.0,12.0,12.0,12.0,14.0,14.0,14.0,11.0,,
ID-00000097,SH37,"TUBO ESTRIADO DE 3/4"" DE 37 MM",ITURRIA S.A,BAHCO,20,21.0,21.0,20.0,20.0,19.0,19.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,21.0,21.0,22.0,22.0,22.0,20.0,20.0,20.0,21.0,21.0,21.0,21.0,21.0,21.0,22.0,22.0,22.0,20.0,20.0,20.0,19.0,19.0,19.0,,
ID-00000098,SH40,"TUBO ESTRIADO DE 3/4"" DE 40 MM",ITURRIA S.A,BAHCO,14,15.0,15.0,15.0,15.0,15.0,15.0,15.0,14.0,14.0,14.0,13.0,13.0,12.0,12.0,11.0,9.0,10.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,7.0,7.0,7.0,5.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,,
ID-00000099,SH41,"TUBO ESTRIADO DE 3/4"" DE 41 MM",ITURRIA S.A,BAHCO,17,18.0,18.0,18.0,18.0,18.0,17.0,15.0,16.0,16.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,16.0,16.0,16.0,14.0,14.0,13.0,14.0,12.0,12.0,12.0,12.0,12.0,11.0,11.0,11.0,11.0,11.0,12.0,12.0,12.0,12.0,,
ID-00000100,SH42,"TUBO ESTRIADO DE 3/4"" DE 42""",ITURRIA S.A,BAHCO,15,15.0,13.0,13.0,13.0,12.0,12.0,12.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,14.0,14.0,15.0,15.0,15.0,15.0,15.0,15.0,16.0,15.0,15.0,15.0,14.0,14.0,15.0,15.0,13.0,13.0,11.0,12.0,12.0,9.0,9.0,,
ID-00000101,SH46,"TUBO ESTRIADO DE 3/4"" DE 46 MM",ITURRIA S.A,BAHCO,16,17.0,17.0,17.0,15.0,15.0,15.0,15.0,15.0,15.0,13.0,13.0,13.0,12.0,12.0,13.0,13.0,14.0,14.0,13.0,13.0,13.0,13.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,13.0,12.0,12.0,13.0,13.0,11.0,11.0,,
ID-00000102,SH47,"TUBO ESTRIADO DE 3/4"" DE 47 MM",ITURRIA S.A,BAHCO,18,19.0,19.0,19.0,19.0,19.0,19.0,19.0,20.0,20.0,20.0,20.0,18.0,18.0,18.0,19.0,19.0,20.0,20.0,20.0,19.0,17.0,16.0,15.0,15.0,15.0,15.0,15.0,15.0,16.0,16.0,16.0,16.0,15.0,16.0,16.0,16.0,14.0,,
ID-00000103,SH50,"TUBO ESTRIADO DE 3/4"" DE 50 MM",ITURRIA S.A,BAHCO,16,17.0,17.0,15.0,15.0,14.0,12.0,12.0,13.0,11.0,11.0,11.0,11.0,11.0,11.0,12.0,10.0,11.0,11.0,11.0,11.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,8.0,9.0,9.0,9.0,9.0,9.0,10.0,10.0,7.0,7.0,,
ID-00000104,SH52,"TUBO ESTRIADO DE 3/4"" DE 52 MM",ITURRIA S.A,BAHCO,13,14.0,13.0,13.0,13.0,11.0,11.0,11.0,12.0,12.0,12.0,11.0,11.0,9.0,9.0,8.0,6.0,7.0,7.0,7.0,7.0,6.0,4.0,5.0,5.0,3.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,,
ID-00000105,SH54,"TUBO ESTRIADO DE 3/4"" DE 54 MM",ITURRIA S.A,BAHCO,18,19.0,19.0,19.0,19.0,19.0,19.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,21.0,21.0,22.0,22.0,22.0,22.0,22.0,21.0,20.0,19.0,19.0,19.0,19.0,19.0,18.0,18.0,18.0,18.0,18.0,19.0,19.0,16.0,16.0,,
ID-00000106,SH55,"TUBO ESTRIADO DE 3/4"" DE 55 MM",ITURRIA S.A,BAHCO,11,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,
ID-00000107,SH56,"TUBO ESTRIADO DE 3/4"" DE 56 MM",ITURRIA S.A,BAHCO,14,15.0,15.0,15.0,14.0,14.0,12.0,12.0,13.0,13.0,12.0,12.0,12.0,12.0,12.0,13.0,11.0,12.0,12.0,12.0,11.0,9.0,9.0,10.0,10.0,10.0,9.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,,
ID-00000108,SH60,"TUBO ESTRIADO DE 3/4"" DE 60 MM",ITURRIA S.A,BAHCO,13,14.0,14.0,14.0,14.0,14.0,14.0,14.0,15.0,13.0,13.0,13.0,13.0,13.0,13.0,14.0,14.0,13.0,13.0,13.0,13.0,13.0,13.0,14.0,14.0,14.0,14.0,12.0,10.0,9.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,7.0,,
ID-00000109,SH15/16,"TUBO ESTRIADO DE 3/4"" DE 15/16""",ITURRIA S.A,BAHCO,20,21.0,19.0,19.0,18.0,17.0,16.0,16.0,17.0,17.0,17.0,17.0,16.0,16.0,16.0,17.0,15.0,16.0,16.0,16.0,15.0,15.0,15.0,14.0,14.0,14.0,12.0,12.0,12.0,13.0,12.0,10.0,10.0,10.0,11.0,11.0,11.0,11.0,,
ID-00000110,SH3/4,"TUBO ESTRIADO DE 3/4"" DE 3/4""",ITURRIA S.A,BAHCO,18,19.0,19.0,19.0,18.0,17.0,16.0,16.0,15.0,15.0,13.0,13.0,13.0,13.0,13.0,14.0,14.0,13.0,12.0,12.0,12.0,12.0,12.0,13.0,13.0,13.0,13.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,13.0,13.0,13.0,13.0,,
ID-00000111,SH1,"TUBO ESTRIADO DE 3/4"" DE 1""",ITURRIA S.A,BAHCO,14,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,17.0,16.0,17.0,17.0,17.0,17.0,16.0,16.0,18.0,18.0,17.0,15.0,13.0,13.0,15.0,15.0,15.0,15.0,15.0,17.0,17.0,17.0,15.0,,
ID-00000112,SH7/8,"TUBO ESTRIADO DE 3/4"" DE 7/8""",ITURRIA S.A,BAHCO,13,15.0,15.0,15.0,15.0,15.0,15.0,15.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,19.0,19.0,21.0,21.0,21.0,21.0,19.0,19.0,21.0,21.0,21.0,19.0,17.0,17.0,19.0,19.0,19.0,19.0,19.0,21.0,20.0,18.0,18.0,,
ID-00000113,SH13/16,"TUBO ESTRIADO DE 3/4"" DE 13/16""",ITURRIA S.A,BAHCO,10,10.0,9.0,9.0,9.0,9.0,9.0,9.0,11.0,11.0,9.0,9.0,9.0,9.0,8.0,10.0,10.0,12.0,12.0,12.0,12.0,12.0,12.0,14.0,14.0,14.0,14.0,14.0,12.0,14.0,14.0,14.0,14.0,14.0,16.0,16.0,16.0,14.0,,
ID-00000114,SH1 1/16,"TUBO ESTRIADO DE 3/4"" DE  1 1/16""",ITURRIA S.A,BAHCO,14,15.0,15.0,15.0,15.0,13.0,12.0,12.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,14.0,12.0,13.0,13.0,13.0,13.0,13.0,13.0,14.0,14.0,14.0,14.0,13.0,11.0,12.0,12.0,11.0,11.0,11.0,12.0,12.0,12.0,12.0,,
ID-00000115,SH1 1/8,"TUBO ESTRIADO DE 3/4"" DE 1 1/8""",ITURRIA S.A,BAHCO,15,17.0,17.0,17.0,17.0,17.0,17.0,17.0,19.0,17.0,17.0,17.0,17.0,17.0,17.0,19.0,19.0,21.0,21.0,21.0,21.0,21.0,21.0,23.0,23.0,23.0,23.0,22.0,22.0,24.0,24.0,24.0,24.0,24.0,26.0,26.0,26.0,26.0,,
ID-00000116,SH1 1/4,"TUBO ESTRIADO DE 3/4"" DE 1 1/4""",ITURRIA S.A,BAHCO,18,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,20.0,19.0,19.0,19.0,18.0,18.0,18.0,18.0,19.0,19.0,19.0,19.0,19.0,19.0,20.0,20.0,20.0,20.0,18.0,19.0,19.0,19.0,19.0,,
ID-00000117,SH1 5/16,"TUBO ESTRIADO DE 3/4"" DE 1 5/16""",ITURRIA S.A,BAHCO,13,11.0,10.0,9.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-5.0,,
ID-00000118,SH1 3/8,"TUBO ESTRIADO DE 3/4"" DE 1 3/8""",ITURRIA S.A,BAHCO,18,19.0,17.0,17.0,17.0,16.0,16.0,16.0,16.0,16.0,16.0,15.0,15.0,15.0,15.0,17.0,15.0,16.0,16.0,15.0,15.0,15.0,13.0,15.0,15.0,15.0,14.0,14.0,14.0,16.0,16.0,16.0,16.0,16.0,18.0,18.0,18.0,18.0,,
ID-00000119,SH1 7/16,"TUBO ESTRIADO DE 3/4"" DE 1 7/16""",ITURRIA S.A,BAHCO,10,11.0,10.0,10.0,10.0,10.0,8.0,8.0,9.0,9.0,9.0,8.0,7.0,7.0,7.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,7.0,8.0,7.0,7.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,,
ID-00000120,SH1 1/2,"TUBO ESTRIADO DE 3/4"" DE 1 1/2""",ITURRIA S.A,BAHCO,20,21.0,21.0,21.0,21.0,21.0,21.0,21.0,22.0,22.0,22.0,22.0,21.0,19.0,19.0,18.0,18.0,19.0,19.0,19.0,19.0,19.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,21.0,21.0,19.0,19.0,19.0,20.0,20.0,20.0,20.0,,
ID-00000121,SH1 9/16,"TUBO ESTRIADO DE 3/4"" DE 1 9/16""",ITURRIA S.A,BAHCO,10,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,
ID-00000122,SH1 5/8,"TUBO ESTRIADO DE 3/4"" DE 1. 5/8""",ITURRIA S.A,BAHCO,17,18.0,18.0,18.0,18.0,18.0,18.0,18.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,21.0,21.0,20.0,20.0,20.0,18.0,19.0,19.0,19.0,19.0,17.0,18.0,18.0,16.0,13.0,,
ID-00000123,SH1 3/4,"TUBO ESTRIADO DE 3/4"" DE 1 3/4""",ITURRIA S.A,BAHCO,11,12.0,12.0,12.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,11.0,11.0,11.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,9.0,9.0,9.0,9.0,7.0,7.0,6.0,6.0,7.0,7.0,6.0,4.0,4.0,5.0,5.0,5.0,5.0,,
ID-00000124,SH1 13/16,"TUBO ESTRIADO DE 3/4"" DE 1 13/16""",ITURRIA S.A,BAHCO,15,16.0,16.0,14.0,14.0,14.0,14.0,14.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,14.0,12.0,13.0,12.0,12.0,12.0,12.0,12.0,13.0,13.0,13.0,13.0,13.0,13.0,14.0,14.0,14.0,14.0,14.0,15.0,15.0,15.0,15.0,,
ID-00000125,SH1 7/8,"TUBO ESTRIADO DE 3/4"" DE 1 7/8""",ITURRIA S.A,BAHCO,13,12.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,8.0,7.0,7.0,7.0,7.0,5.0,5.0,5.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,
ID-00000126,SH2,"TUBO ESTRIADO DE 3/4"" DE 2""",ITURRIA S.A,BAHCO,16,17.0,15.0,15.0,15.0,15.0,15.0,15.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,17.0,16.0,17.0,17.0,17.0,17.0,17.0,17.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,16.0,16.0,16.0,16.0,,
